Datum;Argentinierstraﬂe;Donaukanal;Langobardenstraﬂe;Lassallestraﬂe;Liesingbach;Neubaug¸rtel ;Opernring Innen;Opernring Auﬂen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Esperanto Park;Hamburgerstraﬂe
20140411;1928;1270;465;2230;481;1992;3667;1790;5457;1009;1411;4036;2710;;;
20140412;1189;1706;412;2239;592;1618;3258;1579;4837;1046;1263;2583;2270;;;
20140413;780;1155;219;1341;326;940;1678;1035;2713;656;905;1638;1502;;;
20140414;1212;558;239;1441;242;1126;1865;1039;2904;547;773;2415;1696;;;
20140415;883;300;191;939;108;764;1130;660;1790;283;428;1672;1177;;;
20140416;1120;535;204;1210;156;1093;1821;911;2732;450;650;2152;1499;;;
20140417;1379;1068;377;1917;320;1450;2432;1164;3596;766;963;2870;2133;;;
20140418;1274;1662;491;2337;598;1517;2656;1255;3911;1022;1219;2514;2483;;;
20140419;677;1267;259;1287;457;835;1544;665;2209;728;711;1373;1163;;;
20140420;539;1026;212;1284;338;596;1462;549;2011;668;582;1090;1246;;;
20140421;645;1326;279;1368;477;781;1623;614;2237;757;621;1243;1394;;;
20140422;1497;940;394;1836;425;1688;2676;1330;4006;899;999;3065;2326;;;
20140423;2629;1862;688;3395;732;2570;4408;2202;6610;1548;1773;5037;3911;;;
20140424;2311;1504;538;2714;612;2189;4011;1973;5984;1156;1477;4531;3189;;;
20140425;1459;699;347;1490;234;1373;2591;1137;3728;632;945;2718;1895;;;
20140426;745;954;199;1288;296;1085;1715;765;2480;585;818;1492;1425;;;
20140427;1646;3842;817;4715;1531;1825;4129;1650;5779;2052;1743;3064;3983;;;
20140428;2495;1505;670;3012;600;2353;4362;2206;6568;1379;1654;5268;3491;;;
20140429;2026;906;459;2208;345;1959;3482;1760;5242;924;1257;4410;2732;;;
20140430;2835;1988;716;3891;664;2664;5234;2510;7744;1582;1906;5885;4134;;;
20140501;1858;4169;780;6253;1305;1669;5067;1916;6983;1838;1965;3671;5114;;;
20140502;2135;2491;725;3943;894;2080;4377;1972;6349;1723;1702;4256;3878;;;
20140503;548;361;128;563;105;835;1124;606;1730;302;443;1225;807;;;
20140504;897;1855;269;1909;526;1172;2243;912;3155;1014;958;1832;1874;;;
20140505;2516;1389;571;2871;606;2452;4205;2114;6319;1355;1519;5149;3471;;;
20140506;2980;2120;701;3797;854;2618;5395;2488;7883;1728;1958;6014;4319;;;
20140507;2046;995;481;2148;404;1817;3332;1657;4989;954;1211;4191;2697;;;
20140508;2853;1825;622;3500;661;2646;5485;2362;7847;1666;1764;5991;3907;;;
20140509;2125;1210;509;2628;438;2052;4344;2132;6476;1101;1482;4348;3063;;;
20140510;1514;2233;481;3312;810;1628;3793;1782;5575;1356;1481;2958;3079;;;
20140511;278;250;84;467;89;383;619;308;927;166;223;566;604;;;
20140512;2350;1223;496;2637;443;2096;3896;2016;5912;1235;1544;4910;3179;;;
20140513;1938;939;390;2062;296;1732;3203;1657;4860;875;1215;4164;2540;;;
20140514;2119;989;330;1908;306;2012;3553;1766;5319;942;1233;4460;2609;;;
20140515;727;235;102;608;77;623;951;541;1492;262;377;1487;856;;;
20140516;455;127;86;400;33;424;556;357;913;142;215;841;575;;;
20140517;492;331;115;551;86;622;936;478;1414;210;402;1000;735;;;
20140518;565;694;118;803;123;672;1402;570;1972;401;438;1094;1015;;;
20140519;2416;1441;589;2950;517;2216;4378;2019;6397;1310;1718;4956;3404;;;
20140520;3230;2710;824;4654;975;2944;6363;2797;9160;2133;2386;6819;5266;;;
20140521;3367;2751;886;4999;989;3245;6434;2912;9346;2019;2489;7128;4983;;;
20140522;3260;2614;857;5037;907;3192;6187;2927;9114;1968;2392;7030;5229;;;
20140523;2885;2544;764;4703;808;2850;5840;2683;8523;1744;2218;6032;4820;;;
20140524;1370;1975;463;2583;556;1574;3314;1474;4788;1130;1398;2902;2662;;;
20140525;1913;3674;772;5952;1165;1653;4548;1661;6209;1927;1952;3374;4951;;;
20140526;2488;1476;668;3169;590;2385;4579;2162;6741;1368;1668;5481;3672;;;
20140527;2205;1162;534;2468;416;2004;3756;1914;5670;1155;1365;4730;3101;;;
20140528;1720;660;348;1697;237;1571;2709;1504;4213;683;1050;3620;2171;;;
20140529;424;789;135;688;156;606;857;435;1292;412;346;860;871;;;
20140530;1455;1220;337;1823;283;1489;2976;1363;4339;820;1031;3148;2243;;;
20140531;1090;2005;417;2393;489;1392;3232;1259;4491;1067;1239;2468;2166;;;
20140601;1330;2496;468;2964;722;1358;2938;1098;4036;1419;1121;2316;2637;;;
20140602;2730;1817;753;3405;685;2644;4680;2236;6916;1537;1847;5754;3966;;;
20140603;2835;1976;706;3408;637;2686;4962;2350;7312;1582;2103;5948;4098;;;
20140604;3126;2493;832;4295;817;3191;5949;2948;8897;1986;2427;6851;4777;;;
20140605;2659;1659;618;3028;511;2572;4584;2339;6923;1272;1829;5648;3640;;;
20140606;2955;2935;883;4970;829;2750;5754;2534;8288;1863;2242;6171;4836;;;
20140607;1620;2942;653;5680;951;1879;3823;1872;5695;1455;1775;3278;4246;;;
20140608;1576;3733;622;7454;949;1431;3874;1480;5354;1415;1543;2971;4905;;;
20140609;1477;4030;818;8010;1055;1575;3825;1619;5444;1394;1444;2863;5273;;;
20140610;2735;2230;864;6232;788;2790;5093;2596;7689;1789;2053;5819;5540;;;
20140611;2948;2267;933;6110;681;2952;5458;2685;8143;1795;2140;6593;5740;;;
20140612;2754;2004;678;4011;592;2868;5263;2617;7880;1511;2048;6018;4483;;;
20140613;2884;2068;763;4676;692;2919;5727;2730;8457;1625;2109;6129;4795;;;
20140614;1727;1735;511;2910;582;1866;3570;1679;5249;1144;1332;3565;2886;;;
20140615;1656;3095;634;3963;1036;1842;3920;1528;5448;1625;1484;3167;3848;;;
20140616;2927;2328;835;3893;782;2906;5402;2659;8061;1899;2234;6482;4554;;;
20140617;3151;2301;850;4509;771;3146;5891;2884;8775;1791;2204;6863;4983;;;
20140618;3080;2184;890;4463;731;3060;5765;2856;8621;1880;2225;6762;4848;;;
20140619;1691;3615;838;6394;1208;1978;3433;2314;5747;1804;1807;3309;4728;;;
20140620;1439;811;310;2077;273;1660;3269;1575;4844;791;1204;3290;2643;;;
20140621;1289;1587;468;2470;529;1841;3116;1386;4502;1288;1270;2663;2432;;;
20140622;1654;3742;755;5963;1254;1702;3987;1617;5604;1933;1694;3341;4613;;;
20140623;3150;2416;872;5078;811;3023;5634;2717;8351;1841;2145;6465;5133;;;
20140624;2834;1889;701;3581;636;2816;5569;2552;8121;1543;2030;6116;4140;;;
20140625;2664;1496;557;3247;501;2525;4291;2286;6577;1259;1554;5263;3845;;;
20140626;2619;1759;534;3163;590;2529;4727;2341;7068;1544;1798;5790;3688;;;
20140627;2637;2283;731;4544;764;2939;5062;2539;7601;1754;2011;5627;4524;;;
20140628;1527;2239;586;4731;750;1927;3764;1620;5384;1353;1500;3108;3791;;;
20140629;1122;1999;543;3925;667;1180;2439;1123;3562;1111;1110;2135;2999;;;
20140630;740;373;173;979;124;1008;1261;723;1984;389;570;1789;1265;;;
20140701;2736;2278;685;4165;765;2906;5266;2439;7705;1889;2121;5805;4576;;;
20140702;1828;1338;534;2441;479;1921;3080;1607;4687;1046;1203;3889;2767;;;
20140703;2756;2564;686;4695;833;2775;5197;2593;7790;1788;2086;5775;4830;;;
20140704;2500;2822;728;5154;676;2621;4675;2323;6998;1601;1984;5299;4793;;;
20140705;1084;1115;364;2027;427;1377;2179;1048;3227;881;1003;2255;1943;;;
20140706;1598;4124;706;7571;854;1586;3542;1615;5157;1697;1559;2862;4953;;;
20140707;2752;3335;749;6122;758;2611;4831;2429;7260;1785;1920;5472;5504;;;
20140708;2341;2149;608;3931;577;2448;4162;2235;6397;1497;1743;4826;4083;;;
20140709;2083;1364;431;2482;322;2182;3441;1856;5297;1026;1389;4133;3078;;;
20140710;2351;1871;639;3414;565;2460;4096;2081;6177;1474;1627;4828;3811;;;
20140711;679;446;134;807;53;822;1041;597;1638;344;428;1399;1000;;;
20140712;1142;1728;473;3161;707;1547;3051;1411;4462;1209;1363;2449;2699;;;
20140713;893;1436;457;2616;650;1204;2475;1163;3638;1067;1099;1916;2281;;;
20140714;1912;2161;606;3956;687;2728;4466;2150;6616;1665;1746;4993;4084;;;
20140715;2497;2775;618;5062;833;2829;4993;2405;7398;1880;1943;5558;4911;;;
20140716;2674;3561;730;6482;851;2703;5158;2529;7687;1915;2073;5731;5484;;;
20140717;2545;3201;695;5844;792;2706;4979;2473;7452;1717;1926;5478;5104;;;
20140718;2105;3097;664;5668;656;2446;4745;2305;7050;1668;1850;4502;4856;;;
20140719;1400;3406;671;6219;536;1549;3430;1566;4996;1148;1319;2804;4456;;;
20140720;1185;3775;545;6885;608;1257;3154;1448;4602;1155;1153;2305;4450;;;
20140721;2013;1892;604;3450;530;1902;3595;1763;5358;1236;1341;4009;3457;;;
20140722;1667;983;382;2058;285;1578;2936;1558;4494;878;1012;3401;2426;;;
20140723;2362;1747;530;3293;487;2222;4036;1940;5976;1184;1554;4413;3571;;;
20140724;2729;2731;625;4657;744;2568;5139;2375;7514;1706;2010;5439;4520;;;
20140725;2457;2479;726;4210;635;2225;4865;2277;7142;1596;1898;4988;4140;;;
20140726;1580;2956;612;4933;628;1526;3927;1798;5725;1287;1526;3631;3668;;;
20140727;1342;2798;555;3554;676;1286;3023;1311;4334;1219;1127;2411;2912;;;
20140728;1781;1270;484;2577;368;1892;3149;1620;4769;1012;1240;3463;3327;;;
20140729;2219;1813;664;3231;523;2203;3869;2161;6030;1210;1556;4205;3626;;;
20140730;2008;1763;507;2838;513;1970;3416;1884;5300;1219;1364;3904;3105;;;
20140731;1587;1202;364;2188;235;1695;2947;1411;4358;902;1007;3234;2555;;;
20140801;1947;2072;564;3198;540;2011;4065;1811;5876;1437;1426;3832;3204;;;
20140802;1508;3250;641;5611;737;1647;3689;1657;5346;1392;1462;2811;4156;;;
20140803;1045;2537;473;3580;581;1096;2786;1175;3961;1028;944;1970;2693;;;
20140804;2214;1868;628;3979;738;2495;4062;2174;6236;1506;1692;4213;3965;;;
20140805;2559;2238;632;4275;722;2574;4565;2408;6973;1691;1797;4991;4486;;;
20140806;2578;2511;647;4354;749;2658;4696;2456;7152;1711;1793;4947;4384;;;
20140807;2498;2849;758;5371;887;2685;5181;2493;7674;1821;1973;5061;4922;;;
20140808;2235;2768;655;5694;720;2320;4769;2378;7147;1612;1805;4438;4859;;;
20140809;1306;3020;499;5718;564;1565;3773;1609;5382;1219;1383;2567;4048;;;
20140810;1508;3569;637;6610;872;1442;3883;1491;5374;1550;1416;2717;4430;;;
20140811;1822;1725;482;3487;532;2044;3385;1829;5214;1195;1250;3678;3491;;;
20140812;1316;921;251;1766;205;1357;2265;1332;3597;704;847;2586;2084;;;
20140813;1631;1202;354;2259;308;1636;2912;1580;4492;819;1095;3221;2337;;;
20140814;1644;1705;421;2574;391;1716;3145;1595;4740;988;1236;3304;2682;;;
20140815;1049;2917;582;3562;731;897;2871;1212;4083;1350;1053;1994;2610;;;
20140816;942;1481;334;1909;337;804;2382;1073;3455;889;1006;1867;1894;;;
20140817;1214;3126;514;3832;896;1265;3495;1244;4739;1517;1298;2382;3026;;;
20140818;2233;2548;764;4885;820;2418;4233;2101;6334;1663;1804;4279;4293;;;
20140819;2019;1803;549;3171;570;2163;4521;1858;6379;1297;1563;4006;3404;;;
20140820;1665;1170;442;2374;374;1819;3542;1464;5006;985;1176;3424;2699;;;
20140821;1642;1754;357;2550;399;1937;4332;1788;6120;1152;1450;3482;2877;;;
20140822;1855;2178;581;3107;575;2139;4509;1854;6363;1384;1591;3867;3244;;;
20140823;928;2100;322;1920;575;1282;2385;983;3368;960;1019;1925;1953;;;
20140824;911;1893;298;1858;513;1126;2232;916;3148;1040;862;1706;1900;;;
20140825;2291;2285;611;3958;801;2425;5071;2092;7163;1729;1705;4606;4078;;;
20140826;1604;1047;346;2014;318;1793;3779;1579;5358;895;1109;3378;2670;;;
20140827;1938;1293;445;2368;417;1873;4145;1714;5859;1002;1259;3913;3024;;;
20140828;2441;2669;637;4053;881;2487;5225;2155;7380;1815;1834;4934;4299;;;
20140829;2202;2866;737;4423;765;2319;5089;2097;7186;1718;1813;4428;4399;;;
20140830;438;552;136;744;90;710;1273;517;1790;248;460;958;1023;;;
20140831;908;1952;345;1902;573;950;1980;816;2796;906;769;1539;2071;;;
20140901;435;180;62;504;59;533;749;310;1059;166;215;832;617;;;
20140902;717;220;126;777;75;616;1152;474;1626;254;325;1296;991;;;
20140903;1742;1089;417;2102;247;1706;3639;1505;5144;861;1134;3360;2547;;;
20140904;2442;2166;621;3531;556;2416;5138;2126;7264;1502;1753;4776;3766;;;
20140905;2535;2486;669;4017;703;2358;5364;2223;7587;1735;1939;4997;4306;;;
20140906;1408;2396;452;2702;649;1591;3271;1350;4621;1180;1346;2805;2593;;;
20140907;1300;2896;451;3038;752;1257;3171;1288;4459;1426;1256;2515;2804;;;
20140908;2554;2231;705;3985;730;2498;5387;2204;7591;1736;1796;5169;4312;;;
20140909;2564;1823;644;3496;656;2544;5549;2289;7838;1504;1822;5012;4057;;;
20140910;2582;1892;661;3216;552;2556;5295;2178;7473;1536;1699;5118;4004;;;
20140911;1070;504;175;1078;119;974;1786;752;2538;434;531;1926;1430;;;
20140912;1098;827;240;1236;205;1144;2515;1025;3540;518;748;2354;1762;;;
20140913;447;349;125;624;83;656;1325;547;1872;240;438;921;781;;;
20140914;727;1316;271;1516;316;795;2252;925;3177;689;774;1587;1534;;;
20140915;1884;1226;466;2306;363;1819;3740;1544;5284;1022;1258;3752;2848;;;
20140916;2326;1627;602;2878;504;2272;4788;1981;6769;1328;1532;4695;3541;;;
20140917;2526;2173;566;3499;607;2443;5220;2142;7362;1613;1825;5195;3943;;;
20140918;2415;1937;555;3029;538;2375;4328;2051;6379;1452;1674;4855;3635;;;
20140919;2242;1816;596;2633;487;2190;4138;2041;6179;1260;1614;4303;3289;;;
20140920;1426;2436;522;3355;622;1687;4281;1630;5911;1252;1563;3168;2999;;;
20140921;1486;3723;604;3496;911;1342;3644;1466;5110;1478;1312;2682;3006;;;
20140922;1717;639;400;1782;253;1583;2873;1376;4249;803;1016;3599;2332;;;
20140923;1788;810;346;1873;247;1696;2838;1473;4311;857;1010;3695;2492;;;
20140924;2252;1581;485;4427;459;2114;3746;1802;5548;1296;1375;4718;3218;;;
20140925;1852;931;372;2619;331;1719;2828;1522;4350;756;1088;3813;2466;;;
20140926;1462;767;342;2151;231;1289;2471;1310;3781;658;926;2914;2047;;;
20140927;858;706;272;2024;280;948;1821;940;2761;430;714;1840;1409;;;
20140928;1300;2928;619;8229;935;1259;3328;1209;4537;1539;1331;2507;2836;;;
20140929;2276;1559;571;4363;563;2120;3883;1775;5658;1417;1541;4664;3281;;;
20140930;2395;1474;498;3065;543;2249;4018;2202;6220;1347;1674;4945;3604;;;
20141001;1395;468;257;1337;145;1207;2004;1177;3181;522;732;2835;1741;;;
20141002;2073;1193;403;2137;334;1956;3617;1834;5451;959;1301;4385;2841;;;
20141003;2124;1479;543;1755;451;1959;3825;1959;5784;1172;1499;4464;3006;;;
20141004;1106;1185;326;1418;368;1191;2419;1179;3598;771;981;2272;1655;;;
20141005;1122;2124;409;2561;618;1113;2455;1173;3628;1188;1022;2129;2402;;;
20141006;2388;1219;488;2552;421;2241;3831;1943;5774;1131;1464;4924;3018;;;
20141007;2202;983;394;2087;364;2082;3497;2031;5528;1031;1412;5057;2753;;;
20141008;2374;1126;461;2312;358;2129;3834;2038;5872;1109;1392;5111;2951;;;
20141009;2324;1588;494;2796;444;2349;4223;2132;6355;1264;1585;5432;3314;;;
20141010;2278;1398;499;2538;463;2224;4072;2046;6118;1274;1525;4849;3103;;;
20141011;952;1036;241;1220;488;1271;2327;1028;3355;720;993;2239;1433;;;
20141012;1357;2942;576;3331;1394;1495;3285;1419;4704;1669;1338;2528;3039;;;
20141013;2308;1030;516;2296;483;2166;3541;1853;5394;1036;1320;4776;2969;;;
20141014;2717;1466;683;2914;522;2448;4439;2245;6684;1338;1702;5517;3475;;;
20141015;2403;1105;587;2356;442;2275;3874;2060;5934;1148;1467;5195;3124;;;
20141016;2483;1242;578;2566;440;2367;3954;2087;6041;1136;1582;5173;3134;;;
20141017;921;279;193;877;108;943;1393;800;2193;361;508;1806;1260;;;
20141018;1303;2077;595;2512;587;1501;2915;1288;4203;1174;1322;2495;2332;;;
20141019;1174;2574;714;2825;827;1327;2583;1122;3705;1400;1215;2377;2387;;;
20141020;2264;1172;564;2274;450;2053;3350;1947;5297;1104;1405;4605;2826;;;
20141021;1824;769;364;1730;260;1606;2841;1462;4303;710;1055;3648;2202;;;
20141022;1339;326;219;1150;112;1061;1752;999;2751;413;603;2626;1460;;;
20141023;1164;317;202;952;99;915;1502;942;2444;386;526;2321;1345;;;
20141024;1365;536;302;1145;187;1275;2125;1182;3307;585;811;2854;1679;;;
20141025;701;689;233;823;210;865;1504;769;2273;444;578;1574;1225;;;
20141026;660;862;247;851;196;693;1747;797;2544;472;486;1352;1059;;;
20141027;1773;650;382;1662;285;1584;2673;1438;4111;743;939;3499;2108;;;
20141028;1876;724;339;1741;254;1601;2829;1635;4464;803;1032;3559;2320;;;
20141029;1832;702;323;1668;240;1614;2805;1633;4438;719;1009;3740;2155;;;
20141030;1799;639;364;1551;253;1550;2740;1652;4392;669;907;3640;2163;;;
20141031;1602;743;372;1425;271;1516;2499;1426;3925;640;899;3175;1954;;;
20141101;764;1398;310;1330;402;916;1792;826;2618;794;790;1517;1344;;;
20141102;571;564;182;651;175;652;1183;630;1813;404;431;995;885;;;
20141103;1669;536;310;1482;229;1459;2491;1377;3868;613;783;3396;1983;;;
20141104;2198;1015;394;1970;383;1748;3400;1838;5238;953;1208;4345;2564;;;
20141105;2137;1119;388;2096;332;1881;3610;1887;5497;1015;1212;4605;2712;;;
20141106;1801;624;308;1492;214;1523;2861;1941;4802;682;903;3814;2155;;;
20141107;1218;437;250;1089;179;1142;1824;1063;2887;463;678;2559;1477;;;
20141108;760;374;121;466;127;717;975;577;1552;225;496;1224;802;;;
20141109;927;1420;217;1619;313;853;1733;911;2644;825;620;1609;1625;;;
20141110;1932;1006;408;1987;377;1786;2985;1618;4603;923;1165;4015;2473;;;
20141111;1929;1092;373;2070;400;1787;3161;1803;4964;963;1149;4328;2620;;;
20141112;1875;762;345;1887;320;1736;2954;1660;4614;810;1106;4239;2339;;;
20141113;1750;555;306;1644;254;1563;2801;1493;4294;701;931;3832;2191;;;
20141114;1728;835;361;1597;330;1528;2594;1533;4127;735;947;3444;2226;;;
20141115;721;540;165;781;166;968;1495;748;2243;377;587;1492;1062;;;
20141116;598;560;154;626;158;647;1126;626;1752;325;407;1112;885;;;
20141117;1553;465;273;1258;203;1260;2002;1267;3269;560;667;3032;1818;;;
20141118;883;169;119;613;56;699;1026;785;1811;279;347;1798;1031;;;
20141119;1730;548;240;1372;217;1366;2265;1457;3722;599;694;3351;1941;;;
20141120;1666;558;283;1356;243;1448;2407;1477;3884;650;751;3477;1980;;;
20141121;1503;537;282;1238;239;1303;2258;1361;3619;654;644;3125;1777;;;
20141122;683;452;154;560;173;768;1295;695;1990;379;464;1339;837;;;
20141123;611;874;164;852;221;667;1095;584;1679;527;349;1194;957;;;
20141124;1461;397;276;1116;208;1179;1811;1225;3036;534;591;2841;1652;;;
20141125;1480;334;231;1047;171;1080;1868;1197;3065;488;557;2750;1556;;;
20141126;1575;525;276;1263;217;1308;2120;1332;3452;545;608;3182;1783;;;
20141127;1474;404;192;1084;169;1136;2017;1324;3341;472;531;2974;1579;;;
20141128;1119;275;174;832;85;865;1520;947;2467;328;395;2095;1203;;;
20141129;390;181;93;353;73;400;595;374;969;194;187;786;470;;;
20141130;345;190;83;295;72;375;454;290;744;141;177;589;401;;;
20141201;635;132;97;430;51;503;702;461;1163;186;254;1182;654;;;
20141202;908;189;153;662;74;766;1141;749;1890;297;345;1783;1072;;;
20141203;1108;241;160;820;79;815;1349;900;2249;344;369;2165;1176;;;
20141204;1323;393;220;1026;127;1032;1827;1054;2881;390;469;2548;1460;;;
20141205;1137;365;221;911;144;961;1505;972;2477;421;445;2286;1227;;;
20141206;414;170;80;279;40;485;612;353;965;225;329;872;470;;;
20141207;185;124;50;163;20;241;279;208;487;76;139;434;268;;;
20141208;483;445;113;458;78;479;808;484;1292;274;245;986;624;;;
20141209;1406;509;212;1063;156;1065;1828;1079;2907;553;536;2722;1500;;;
20141210;1374;419;209;1020;133;1076;1874;1173;3047;445;555;2692;1463;;;
20141211;1420;426;209;1062;155;1130;1961;1214;3175;479;518;2764;1515;;;
20141212;1309;511;226;1210;172;1128;2013;1173;3186;574;577;2706;1543;;;
20141213;662;581;127;622;114;714;1144;601;1745;400;413;1411;866;;;
20141214;486;395;107;440;95;427;698;432;1130;270;234;877;577;;;
20141215;1226;375;216;948;144;1017;1714;1032;2746;461;445;2490;1398;;;
20141216;1172;304;188;875;135;942;1658;1087;2745;412;465;2496;1328;;;
20141217;1375;403;243;1016;149;1176;1930;1108;3038;455;539;2746;1610;;;
20141218;1393;408;246;1019;140;1147;2020;1183;3203;509;574;2899;1634;;;
20141219;1389;582;240;1136;203;1143;2080;1123;3203;541;687;2680;1645;;;
20141220;666;681;157;662;165;726;1104;608;1712;382;514;1336;888;;;
20141221;432;411;106;448;93;404;733;390;1123;276;282;740;584;;;
20141222;917;250;147;669;125;792;1241;732;1973;338;330;1746;1070;;;
20141223;806;423;210;727;132;718;1143;733;1876;352;361;1670;1129;;;
20141224;315;325;118;430;95;295;459;263;722;189;170;595;508;;;
20141225;112;93;59;142;25;131;214;118;332;77;46;286;226;;;
20141226;154;206;75;298;70;184;319;153;472;157;98;319;306;;;
20141227;213;166;95;199;95;228;349;202;551;99;141;417;297;;;
20141228;73;65;45;106;21;66;135;74;209;50;58;175;133;;;
20141229;166;79;59;189;14;124;223;145;368;69;56;372;285;;;
20141230;209;86;66;211;15;158;298;164;462;88;73;865;346;;;
20141231;130;109;60;192;17;124;242;97;339;70;88;317;257;;;
20130101;159;148;56;183;33;154;264;111;375;87;;;0;;0;77
20130102;418;159;115;439;60;409;622;242;864;154;;;0;;0;244
20130103;518;175;145;481;67;437;670;263;933;184;;;0;;0;260
20130104;533;225;102;500;89;445;761;282;1043;181;;;0;;0;283
20130105;222;107;39;167;39;243;387;132;519;78;;;0;;0;182
20130106;129;90;40;114;14;158;154;70;224;28;;;0;;0;68
20130107;717;164;117;560;68;538;806;322;1128;178;;;0;;0;324
20130108;651;177;111;490;49;467;717;282;999;169;;;0;;0;273
20130109;929;285;133;654;87;711;1.121;461;1582;311;;;0;;0;456
20130110;1.028;326;132;705;109;770;1.341;497;1838;362;;;0;;0;512
20130111;692;204;128;578;91;624;900;369;1269;210;;;0;;0;325
20130112;302;254;91;240;49;416;573;227;800;139;;;0;;0;253
20130113;240;148;44;174;15;267;325;125;450;84;;;0;;0;122
20130114;352;97;59;369;19;330;464;174;638;135;;;0;;0;153
20130115;518;138;82;427;32;477;706;261;967;151;;;0;;0;267
20130116;633;156;100;471;30;562;860;325;1185;200;;;0;;0;313
20130117;194;67;8;199;18;289;337;117;454;94;;;0;;0;87
20130118;182;51;0;229;11;343;361;115;476;85;;;0;;0;126
20130119;78;42;1;116;1;160;209;55;264;35;;;0;;0;80
20130120;52;54;11;130;4;162;148;68;216;46;;;0;;0;64
20130121;453;88;60;441;20;474;602;242;844;157;;;0;;0;207
20130122;598;170;74;504;17;569;831;345;1176;203;;;0;;0;276
20130123;546;143;92;465;31;528;693;312;1005;145;;;0;;0;263
20130124;595;133;78;482;22;512;777;344;1121;153;;;0;;0;267
20130125;447;111;72;370;20;393;641;229;870;127;;;0;;0;200
20130126;167;105;43;148;10;261;325;154;479;80;;;0;;0;138
20130127;139;75;32;136;10;188;229;88;317;62;;;0;;0;108
20130128;357;90;74;344;19;336;492;208;700;138;;;0;;0;195
20130129;534;108;93;446;20;443;617;269;886;140;;;0;;0;207
20130130;784;299;102;703;52;654;1.081;421;1502;268;;;0;;0;410
20130131;957;377;137;794;112;791;1.323;517;1840;321;;;0;;0;528
20130201;786;367;156;701;141;794;1.402;478;1880;309;;;0;;0;477
20130202;229;89;67;223;22;355;389;131;520;113;;;0;;0;190
20130203;249;399;70;345;70;364;549;202;751;199;;;0;;0;210
20130204;572;144;90;519;75;483;656;363;1019;159;;;0;;0;272
20130205;672;233;126;622;78;641;799;508;1307;238;;;0;;0;394
20130206;688;235;100;609;100;600;833;582;1415;262;;;0;;0;379
20130207;775;306;117;658;133;632;886;638;1524;298;;;0;;0;450
20130208;675;274;133;615;99;606;780;511;1291;233;;;0;;0;374
20130209;239;190;80;241;68;346;391;179;570;116;;;0;;0;178
20130210;122;103;34;124;14;154;210;85;295;64;;;0;;0;99
20130211;562;128;98;465;41;443;600;261;861;147;;;0;;0;222
20130212;296;73;56;258;22;299;375;143;518;93;;;0;;0;131
20130213;375;84;69;329;25;377;471;202;673;106;;;0;;0;178
20130214;356;92;58;304;12;356;486;190;676;121;;;0;;0;151
20130215;469;131;78;375;25;496;698;271;969;167;;;0;;0;225
20130216;320;274;73;260;19;399;538;207;745;138;;;0;;0;225
20130217;260;345;77;328;17;261;450;159;609;160;;;0;;0;167
20130218;832;252;149;678;42;647;1.103;401;1504;299;;;0;;0;377
20130219;754;235;176;584;49;596;926;386;1312;233;;;0;;0;388
20130220;743;230;130;575;37;638;975;442;1417;277;;;0;;0;345
20130221;756;234;142;627;65;697;1.081;443;1524;226;;;0;;0;355
20130222;325;68;59;244;31;359;409;161;570;101;;;0;;0;130
20130223;97;45;9;89;6;70;160;65;225;47;;;0;;0;56
20130224;99;73;24;84;4;114;121;47;168;52;;;0;;0;71
20130225;565;109;101;418;10;472;644;300;944;179;;;0;;0;257
20130226;618;157;123;513;7;581;871;345;1216;205;;;0;;0;312
20130227;727;200;137;581;9;663;1.055;417;1472;262;;;0;;0;374
20130228;886;367;168;731;67;840;1.102;453;1555;330;;;0;;0;478
20130301;838;312;173;691;92;788;1.028;449;1477;306;;;0;;0;496
20130302;463;602;168;644;147;597;834;312;1146;377;;;0;;0;466
20130303;465;856;174;876;247;539;862;282;1144;433;;;0;;0;419
20130304;1.291;518;249;1.239;188;1.201;1.709;676;2385;598;;;0;;0;791
20130305;1.401;593;239;1.218;222;1.281;1.910;836;2746;598;;;0;;0;808
20130306;1.579;807;336;1.568;285;1.466;2.376;910;3286;819;;;0;;0;1.017
20130307;1.574;797;330;1.653;340;1.584;2.435;987;3422;804;;;0;;0;1.059
20130308;1.242;599;315;1.290;322;1.362;1.922;795;2717;574;;;0;;0;795
20130309;597;569;160;644;231;777;1.017;387;1404;388;;;0;;0;555
20130310;511;825;176;831;334;675;1.045;397;1442;460;;;0;;0;549
20130311;1.394;477;313;1.154;266;1.243;1.882;715;2597;645;;;0;;0;849
20130312;1.393;391;210;1.105;210;1.132;1.835;735;2570;522;;;0;;0;806
20130313;1.296;440;207;961;173;1.138;1.736;672;2408;456;;;0;;0;737
20130314;614;115;93;514;47;526;706;369;1075;165;;;0;;0;266
20130315;700;123;84;455;66;619;885;387;1272;227;;;0;;0;385
20130316;391;361;125;446;106;579;714;301;1015;247;;;0;;0;393
20130317;368;457;78;414;137;453;691;212;903;217;;;0;;0;285
20130318;828;171;132;555;93;304;931;407;1338;277;;;0;;0;356
20130319;1.125;336;151;795;103;1.120;1.565;619;2184;363;;;0;;0;592
20130320;1.517;825;349;1.517;301;1.517;2.310;915;3225;770;;;0;;0;1.022
20130321;1.209;303;196;987;153;1.209;1.696;695;2391;448;;;0;;0;706
20130322;1.028;310;177;823;173;1.028;1.400;617;2017;431;;;0;;0;627
